N,E,Elev (m),Acc (m),aquifer,depth (ft),Results,water temp ©,pH,EC (uS/cm),TDS (mg/L),turb (NTU),TLF1 (ppb),TLF2 (ppb),TLF3 (ppb),CDOM1 (ppb),CDOM2 (ppb),CDOM3 (ppb),TLF_Avg (ppb),CDOM_Avg (ppb),TLF:CDOM,E.coli (MPN/100mL),DOC (mg/L)
-0.469484367,-0.126802441,-1.395928778,-0.118292252,deep,60,unknown,-0.184111563,0.045461464,1.068303758,-0.770180091,-0.977126968,-1.043709419,0.924261415,0.440559327,0.194357239,-0.834325571,-0.591796603,-1.507726353,-1.019762466,0.29389157,0.390187801,-0.462411315
-0.324356491,0.620245141,-0.861657301,-1.020478507,deep,160,safe,0.074581253,1.005648175,0.161676142,-0.323357557,1.622636384,1.17175368,1.779972947,-0.458322493,-1.127217085,0.523018165,0.939058044,0.864577322,0.158504123,-0.735302386,-0.459966444,-0.497139083
1.454793519,-0.050057576,-0.414241814,0.644361998,shallow,280,unknown,1.305728919,-0.371964257,-0.57508098,-1.224796073,0.947475667,-0.621407803,-1.163006829,0.416807431,-0.15921475,-0.072057532,3.028303796,0.225234604,0.317164384,0.580834792,1.269472287,-0.364078218
1.90681379,1.210797675,1.452667424,-0.889468345,deep,200,safe,-1.64656222,-1.30948875,-0.045812023,-1.29270975,-0.914088435,-0.387309499,0.444355675,0.611895578,0.045267689,0.788662224,0.814844497,-1.227025252,1.427457168,0.115573636,-0.502915797,0.137606123
-0.32348781,0.500161418,0.097785555,1.995241348,shallow,unknown,unknown,-0.51770106,2.894674977,0.742373905,-1.263348337,1.582611918,-0.733348372,0.297762262,-0.75707756,2.292941252,-1.707304044,0.170666924,-0.812761043,-2.640442537,0.077893891,0.034519311,0.460268389
-0.629747568,-0.820866478,0.737603042,0.825360606,deep,250,safe,0.8529416,-0.560162739,0.541111047,-1.594363146,0.662391038,-1.22813763,-0.043955941,1.896304451,-1.916630319,0.672133524,-0.309712417,-1.241981962,-0.269189765,-0.843104565,0.143247678,1.110384883
-0.44907639,0.832470049,0.580472827,-0.5841213,deep,700,unsafe,0.288355706,1.870002119,-0.696932403,-1.004307261,1.222734046,0.426728388,0.484927401,1.314081511,0.169246612,0.942914358,1.972914645,-2.085525252,-0.103742034,-0.817254396,1.960837241,0.638305017
0.795538049,2.34065269,1.035889993,0.729133433,deep,50,unknown,0.22530956,0.007376008,-0.363857767,0.606689766,-0.049157549,1.211363391,0.617781774,-1.22226985,-0.098926966,-0.356307667,1.474678291,0.373193457,-0.315373086,1.078960463,1.469900408,0.630434498
0.364797487,-1.318883134,-1.488465392,-0.610965771,shallow,120,safe,-0.855457654,0.726934517,-1.457065252,-0.101099835,-0.427059491,1.538330204,-1.708499761,1.998134993,1.46365888,2.004453253,-1.198469806,-0.624949834,0.027871624,0.470151798,-1.496517295,0.892776138
0.16024244,2.176667178,-0.504637601,-0.381059592,shallow,700,safe,-1.363811554,-0.272502595,0.453077509,-1.009629664,-0.576734919,0.095269532,-0.45260993,0.385158652,-0.929625283,-0.708510813,0.731806275,1.595558704,-0.480834588,-0.411964278,-1.550016896,-0.605744005
0.225393576,-1.018834126,-0.270387706,0.00566628,shallow,95,unsafe,-1.003628808,-0.155163851,-0.084725421,0.554360158,-1.169701823,0.127131158,-2.121043648,0.054672514,0.419096876,-0.085461322,0.542498502,1.788803007,-0.676188469,1.60675281,-1.185897707,0.425595001
-0.27924492,0.054242944,1.581239482,0.428503034,deep,230,safe,-1.030235114,0.105406451,1.040008066,-0.373894495,-0.232760467,-1.530346841,-0.133517869,-0.271493928,-1.025517921,0.411903036,-0.697883917,-1.257394853,-0.332885057,-0.28338212,-0.001749407,0.323165213
-0.991751366,-0.979881526,-0.542814783,0.102640934,shallow,669,unknown,-0.252542584,0.449273665,1.330098428,0.809759834,-0.321263155,-0.085964704,1.460379109,-0.026811019,-0.776887704,-0.289611392,-0.186645102,3.218721813,-0.043875245,-0.819910238,-0.660247334,-1.92464022
1.465296109,-0.435842397,0.77072133,0.004261058,deep,669,safe,0.767663535,0.110828891,-0.218427198,-0.605180201,-2.596495817,-0.205551246,1.326401515,-1.15025796,-1.480466404,0.497243167,-1.314838952,-1.251046744,-0.374826104,-0.474111485,-1.105039654,1.108361912
0.996873942,0.463212176,-0.308656476,-1.68086998,deep,90,unknown,-0.007514297,-3.665540235,1.133064512,-0.952568208,-0.075628085,0.664279625,-1.59049703,0.480411271,1.455144532,2.028190535,-0.832780568,-0.217957723,-1.10625625,0.889786237,-1.247852386,-0.036602779
1.488432466,0.187466399,1.382251459,-0.763842763,deep,650,unknown,0.453314502,2.254960626,-0.628680097,-0.624473391,-2.159560725,0.736505008,0.218304486,0.833254992,1.628109731,-0.383220761,-0.230439529,0.037689977,0.539564593,0.271980736,2.285971648,-0.764421364
0.780549991,0.524573917,0.588135137,1.160740607,shallow,650,safe,0.083864975,-1.68322434,0.280136364,-0.714986857,0.0716508,-0.057268955,0.185412958,-1.020368599,-1.52161361,-0.17284421,-0.950159748,-3.459624713,0.75564407,1.031653111,0.131727798,0.079112532
-0.200580549,-0.109453785,2.339629437,1.373764881,deep,230,unknown,0.728856347,-0.553248264,1.457079085,0.559227042,0.76454393,-0.58446235,-1.081364983,1.35346104,0.624245303,-0.068284169,-0.883035849,0.942943742,-0.586360526,0.339784175,-0.275887339,0.042031638
-0.057809855,-1.642551358,0.701967573,2.403498018,deep,200,unsafe,-0.502051269,-1.551975335,1.280188417,-0.10724779,0.999391986,-0.189041768,0.788957285,-0.620356406,0.24342051,-1.663352191,0.768897816,-0.812651359,-0.421873889,-1.399459867,0.521492263,-0.850695275
0.854021793,0.29469467,-1.433166056,-2.243890681,deep,250,unknown,-0.460402101,-1.148298018,1.573119021,-0.426583056,0.153635929,1.752362671,-0.829012084,0.580342954,1.712205114,-0.613472698,-0.625409424,1.423080727,0.151777948,-1.170817872,-0.61650863,0.937699474
1.004059081,1.210347936,-1.011028439,-0.039675849,shallow,400,safe,1.114065456,-0.242769532,0.301388771,0.613813325,0.891707817,-1.825284928,0.951125764,-0.141213557,-0.015568366,1.101734767,-1.477124289,0.586190033,-0.319150813,-0.4562359,-1.591918155,-0.011518708
-0.857976685,1.046663131,0.116611943,-0.409808719,shallow,180,safe,0.938941049,0.722800892,0.404604144,-0.420137783,0.363020812,-0.598907631,0.44793726,0.293034588,-1.602801054,0.576302417,1.080712142,-0.199938135,-0.298755256,-0.093857682,-0.516301577,0.802201607
-0.440085153,-0.068127559,1.269457547,-0.053281398,deep,95,safe,1.165941124,0.188201086,0.446877365,0.296792085,-0.087734274,-0.418114052,0.374138194,1.444537935,-0.679143558,1.052167149,-1.733149788,-0.10740833,0.056760688,-1.337300976,0.50062551,0.712805114
0.692893357,-0.122550376,1.615474151,-1.627901849,deep,250,safe,0.374285669,-0.956038489,0.105527521,1.255795469,0.547044701,-1.740627099,-0.232187265,-0.964724053,-0.098890135,-0.386045623,0.055115056,-0.477630307,-1.393715586,0.214379356,0.684721354,0.397024009
1.025603979,0.378591518,-0.002928065,0.660956689,shallow,669,unknown,0.202783876,-0.026969952,-0.102885647,0.714147012,0.340574089,0.359923096,-0.228368382,0.079201603,1.614327734,-0.970456097,-0.743011479,0.695524862,1.559453009,0.906939,-0.791575029,1.053845063
-0.190375101,-0.372689671,1.418120864,-1.001046003,deep,60,unknown,-1.248495818,-0.56819383,1.376555123,0.117234639,-1.111541764,0.207782276,0.126663155,1.854962622,-1.108546962,0.250191482,-0.846327302,-1.131664453,0.593367643,0.510670116,0.369668382,0.261486667
-1.581210072,-0.51650773,-1.348056669,0.348061235,shallow,669,unknown,-1.977437411,0.084480973,-0.657989468,1.006522303,-1.341160041,0.712393704,1.160514652,-0.471338585,-1.10123886,-1.572327183,-0.066429904,-0.280437488,-0.281618438,0.781794469,0.021161185,-0.651911961
-0.581426671,-0.823947459,0.936927482,0.174516977,shallow,250,unknown,0.203601792,-1.661730189,1.158101276,-0.050450718,-1.617723927,0.760629423,-0.998859859,-0.484861345,1.370558673,-0.455698141,-0.043839971,-1.075516151,-0.234725082,-0.80311824,-1.095307017,0.161083183
0.455062676,-1.13325579,0.608503491,-1.116685015,deep,95,safe,0.272538074,0.10265359,-0.713200815,-0.077581532,-0.552757524,0.223648817,-2.000037739,0.12067156,-0.493306452,0.510675718,0.471529381,-0.597199396,0.538798233,0.641965781,-1.536694972,-0.268390053
-0.827182612,-1.44230648,-0.371323401,0.238575264,shallow,160,safe,0.791694912,-0.335403808,-3.212940425,1.336675052,1.408524082,-1.771460143,0.499890055,0.160207649,1.433537267,-0.304449775,2.431669501,1.628452692,-0.223482551,-0.654180553,-1.4845168,0.187615445
0.909656618,1.687878765,0.823155416,0.216772932,shallow,700,unknown,0.928843385,-0.535960891,-0.766114897,0.463864526,-0.505211595,0.212226751,0.232814105,0.156961398,1.383527822,0.341369249,0.450811253,0.099409296,-0.536123851,-1.306347095,-1.485344375,0.15857577
-1.313255568,0.091214261,-0.398233691,-0.843663547,shallow,90,safe,-0.452603869,-1.602127569,1.734406793,0.784811324,0.757724572,1.578512328,0.739267667,-0.409929672,0.433384611,0.20702179,0.86352536,1.102494733,0.437045596,-0.791494994,0.900185255,-1.561736758
1.290863704,0.873873954,0.171875771,-1.038461851,shallow,50,safe,0.502459901,0.614493946,-1.774492555,2.638346748,-0.344163711,1.677234105,-1.29770907,-2.117843747,-0.673914496,-2.503118627,0.500479531,0.637680858,-0.287157126,-0.993873183,0.43298973,0.888680416
-1.433856124,1.038447312,0.061943863,-0.725446159,deep,160,safe,0.09656954,0.071870845,-0.382354237,-1.164640532,1.27756604,0.81301113,0.168532185,-0.228084848,0.403364539,-0.213468309,-1.280724652,1.677797806,0.244357812,-1.194126118,1.010413287,0.275613077
0.352236934,-2.47425775,1.260027796,0.655217614,deep,200,safe,1.606489605,0.087158903,-0.688822539,-0.550768629,-0.211294757,-0.205904592,-2.294465828,-0.830034308,-2.098495239,-0.996321001,0.490030178,-1.422213116,0.641278899,-0.387510479,-0.237312923,0.818835163
0.030307896,-0.188811796,1.111255003,-0.848496764,shallow,400,safe,0.193250257,-0.555838245,-0.953903771,-0.498259934,1.873480856,-0.370910273,-1.332608624,-1.038325627,0.59171018,1.277905224,1.954273131,0.433990229,-0.016035732,0.004088244,-1.006993866,0.177784865
-0.95326402,-0.555424109,0.621742567,0.178902804,deep,60,unsafe,1.032847231,-0.072115607,2.129045314,-0.23733113,0.078798421,-0.869847726,0.120390954,0.199654005,1.231570299,0.440099223,1.531862263,-1.664998548,-1.266752544,-0.436255111,-2.333016149,0.439560651
-0.493449018,0.829103538,-0.528539406,-0.532727961,shallow,180,unsafe,-0.517104973,1.541295471,-0.761816573,1.351345158,1.215443274,-0.668998122,1.033265663,0.597411556,0.387735171,-1.037810565,0.748843103,1.464643555,0.554659717,-0.390734221,-0.656556247,1.865938143
0.41992848,1.24336075,0.017175232,0.889862121,deep,50,unsafe,-0.514167193,0.691908212,-1.995355898,-0.833405835,0.539882864,0.147124041,-0.222380616,-1.01554683,-1.797361317,1.644782257,0.297605732,0.052330814,1.470884123,0.175514657,-1.552014569,0.152827759
-2.534244601,0.198485983,1.315065786,1.359394544,shallow,250,unknown,-0.941877801,-1.902150916,-0.223962952,-1.137984407,-1.525936053,-0.838326954,0.578849563,0.759383888,-0.967059097,-1.172957146,0.24652078,0.288195197,1.562112767,-0.282961415,-0.984650631,-0.14363568
-0.081286109,0.550112507,1.783405577,0.662089949,deep,700,unsafe,0.43133707,-1.242141952,0.294826089,0.522531556,-0.094558275,0.424648932,-0.859215409,1.480934025,0.019371217,-0.88485648,1.178968834,0.115337397,-0.220957399,-0.217188274,-0.911017922,-0.435517718
-0.728680194,0.782528085,-0.17314234,0.909481374,deep,50,unknown,0.354450939,0.610325805,0.686157695,0.554912939,0.550928701,0.826146702,-1.679332579,-0.702271046,1.073876798,0.710398869,0.576634783,1.155172095,-0.930349118,0.760837622,1.544664132,-0.160918763
1.458121023,-1.175266017,-1.213723126,-0.515232622,deep,50,unknown,1.040724758,1.573917015,-1.778138865,-1.459944847,-1.391085728,-0.070940833,-0.175487045,0.802848788,-1.204886685,1.193315081,0.916092479,0.826477927,-2.282554143,-0.299601373,-1.068798012,0.086538469
0.486703686,0.967222496,-1.891150713,0.148981077,shallow,50,unsafe,-0.220424951,-2.178273052,-0.144466213,0.216955998,-1.472061152,1.219048737,-0.816580082,1.540744418,-0.768616393,0.638540524,0.04698567,0.25220862,0.469653599,-0.306149786,-1.023588399,-0.974991941
-0.624296519,1.073218041,1.326492335,-1.843176152,deep,90,unknown,1.445475972,0.195493732,0.227242597,-1.25262156,0.839293766,0.353535026,-1.555321846,-1.176564807,-0.370061657,0.222368695,1.892677638,-1.1112453,0.773327235,-1.681328633,0.226495538,-0.392324097
0.734034872,-1.024498408,1.471206828,1.060162832,shallow,230,unknown,0.399118739,1.350284907,0.26301729,0.444417895,1.32071806,1.31910643,-1.952852149,0.704735982,-1.036020815,0.120766336,-0.541837309,0.908541304,0.685289572,1.486748991,-0.247014159,0.638578538
-0.156356089,-0.026261488,-0.871330364,-0.922137946,deep,230,unknown,0.717257387,-0.252512326,-1.444652176,0.619591329,0.58200552,-1.496823589,1.460575047,0.083251535,-1.03613424,-0.251398822,-0.543889563,0.445000543,-0.91327164,0.373996452,0.012568785,0.198259434
-0.334273564,-1.537170783,2.628525054,-0.354440771,shallow,120,unknown,0.066087041,-1.123044555,0.242561229,0.543495705,-1.258850924,-1.266177933,-0.131817172,-0.126602718,-0.542306088,-1.540449432,0.345840582,-0.122571365,-0.077883076,1.108898321,0.359835708,1.667754884
-0.101946037,0.693903946,-0.254298511,0.844190203,deep,160,safe,-1.094375539,0.605919833,0.89144903,0.187455736,0.066089465,-0.308759301,-0.719945364,-0.625866058,-1.219338564,1.254355827,1.05178065,0.159698086,-0.421710806,0.798439561,-1.472355394,2.049150274
-0.716383559,1.372529111,-1.724399259,-0.540673704,deep,650,unsafe,-0.043902758,-0.074164686,1.499325234,-0.806280918,0.401464943,-1.782534514,-1.004766795,0.062135725,-0.357948457,-0.434271688,0.316274522,-0.111134656,0.53679377,-0.864578885,-0.26805834,-1.227808833
-1.724449104,-0.375139165,0.0013792,0.962597172,deep,50,unknown,-2.398063843,-1.203199729,0.286161956,-0.314867438,-0.349684981,0.416720583,-0.598507697,-0.096531961,-0.417077673,0.077668593,-0.162692542,1.901265379,-1.446319788,-0.041189801,-1.812544192,-0.30184548
0.097767,-0.489267092,0.046594427,-1.008855201,shallow,90,unknown,-0.437453623,-0.925455331,-0.044123145,1.765693047,0.005073791,1.185407076,-0.359832884,0.725009199,0.691117356,-0.53474994,-0.135587949,0.539518008,0.748361308,0.643493704,0.560502356,-0.032521433
-0.288177333,1.231530723,-0.567357189,0.601223419,shallow,400,unsafe,1.467883107,-0.630031299,1.580296113,-0.825904719,-0.716652339,-0.024547025,0.852485952,0.655450998,-0.761020001,0.229760879,-0.89214745,-0.97437639,1.056323429,-0.651795029,1.396134005,-0.266952745
-1.440031031,-0.329252327,0.63277085,0.558626521,shallow,60,safe,0.261108153,0.408090851,0.485448007,-1.575867039,-0.319282965,-0.750243,0.626996976,1.343440437,-0.799078493,-0.554042779,-0.13104175,-2.536751743,0.951474807,-1.925941082,-0.011401521,-0.918526981
-0.750994769,0.017417389,-2.283351828,-1.070918524,shallow,160,unsafe,0.738316045,0.067230232,-1.947805912,0.877063471,-0.040848517,1.37073154,-1.257436212,0.402968913,0.492010842,0.39586268,1.539547353,-0.022168786,-0.172520633,-0.251206134,1.510506919,-0.178757446
1.777598189,-1.18291688,-0.326970084,1.424326196,deep,230,safe,0.484655389,-1.644230358,0.101548143,-0.418922345,-0.771211429,0.686950091,-1.727637521,0.557885841,-0.679721813,2.48738418,1.452201107,-0.61757021,-1.032878287,-2.381569261,-0.408071451,0.947403286
-0.577394041,-0.092047497,1.524085229,0.479877768,deep,120,safe,-0.28078132,0.119606227,-0.432235229,0.535248489,1.73758766,0.547715449,-0.985454866,-0.799343009,0.319421969,-0.949970274,-0.973852733,0.18156321,0.077764469,-0.231661337,-0.991384025,-1.533127305
-0.021686523,0.279005586,-0.361875108,0.322841553,deep,400,unsafe,-1.144580371,-0.333370702,0.273600943,0.426555928,1.499767225,0.868465289,0.081217404,-0.689109034,-1.224866163,0.552733664,-1.238626876,-0.551417024,-1.754159837,-0.664419282,-1.254125675,0.519436295
-1.225452321,0.932564151,-0.268423038,1.831452725,deep,650,unsafe,-1.403032559,0.794018358,0.484705308,-0.632706209,-0.538227848,0.222524121,-1.570885765,0.398231103,-0.444730944,0.20103178,0.604347368,-0.173889225,-0.339587692,-0.061145564,0.705673315,-0.284817966
0.168614957,-0.932238461,0.039378691,-0.542943491,deep,650,safe,0.114829989,0.626373041,0.518115427,-0.016783386,0.860815261,0.331241149,-0.423810314,1.686125501,0.985577056,0.292240519,0.974267225,1.653715715,-0.903301586,0.092107602,-1.090392359,-1.46816988
-0.520987255,1.66379851,-1.107109209,0.805332367,shallow,700,unsafe,-1.088532864,0.280237519,-1.249734361,1.400394429,0.973367272,0.866373718,-0.500138226,-1.039956018,1.099750925,-1.689848025,-0.437964341,0.77578711,0.525540403,0.684924684,2.010942642,1.03877255
0.766170592,-0.004489449,0.935206694,0.600532036,deep,180,safe,-0.470758208,1.613220048,0.274945581,-0.3481536,0.739688402,2.33071869,-1.855633901,0.647181378,0.717468677,0.282536793,-0.67761371,0.644564527,0.328584951,-1.00255918,-2.053711618,-0.515392873
1.554020412,0.87878828,1.52719847,0.092735314,shallow,90,unknown,1.274676686,1.689508965,0.748065039,-0.553817731,-0.314142523,0.777132083,3.268105167,0.649211264,-0.12809827,-0.297853533,-0.03204494,0.70886568,-1.882145818,0.987832348,-1.473521236,0.932884066
0.900685177,-1.291980198,0.274748311,-0.420420523,deep,unknown,unknown,2.022358248,-0.252531803,1.138023898,-0.585128526,0.700484047,0.56970507,1.943591045,-0.941244841,-0.802169718,-0.039297726,-0.204939502,1.014338891,0.121541565,0.039553502,0.374866507,-0.057035943
1.250463841,-1.059131586,-1.366626696,1.195383593,deep,60,unsafe,-2.039042214,-0.081292528,-0.189863431,0.338838694,1.9683473,-0.003512479,0.563791704,0.01128159,1.16726329,-3.095379796,-1.181777764,0.560767822,0.341059289,-1.385457743,1.009081036,-0.933237498
0.477610887,1.106060211,2.148775538,0.626036541,shallow,250,unsafe,0.581618148,-0.848388475,0.889584413,-0.182795371,-1.789837523,-0.260593804,1.394111355,0.232217356,0.174100173,-0.851113877,0.297619588,0.647620331,-0.944896126,0.282832483,-1.193971207,1.725060222
1.089588896,-1.752445161,-0.150019801,-0.322482786,deep,90,unsafe,-0.995469991,-0.336073466,1.437425485,0.733339192,-1.603358999,0.833788341,0.60443355,0.65082592,-0.311152456,-0.621163608,1.155148943,-0.716616957,-0.495007995,-0.359006846,-1.236959942,0.137549426
-0.530815877,-1.148436181,-1.329208851,-0.391760135,shallow,700,safe,-1.153378351,-1.327575123,0.012024741,0.093781348,-0.143009763,-1.836705939,0.641778425,0.946780947,-0.21231577,-0.247801482,-1.912796466,1.512962589,0.095642286,-0.351194889,0.504475943,-0.148487846
2.198906762,2.335056853,-1.333925388,0.532699264,deep,280,safe,1.481138452,0.23174315,1.093767177,-0.638602825,-1.521967274,1.566721325,-2.795708143,-1.322541269,1.565650524,0.527620802,0.882109753,1.018153241,0.410191364,-0.344713274,-1.457822949,1.058728957
0.344916729,0.836518676,-0.013117958,0.788177798,deep,unknown,unknown,1.049523231,0.042794303,1.255847922,0.067504729,2.208824188,-0.351574151,0.61557617,2.001571371,-0.893410377,0.531644939,-1.631669278,-1.094366712,-2.168873548,-0.073403636,0.889063701,1.497564527
0.278635264,0.330109844,2.111903885,-0.338347857,deep,60,unsafe,-0.513084578,-1.120520725,-0.524803901,1.519290416,-0.974547614,1.127788745,0.186402479,1.013449952,1.453927767,0.862971078,1.228322164,-0.383031649,-0.169742481,-0.760555803,-1.994744903,-0.088854293
-1.101948766,1.396910055,1.499035452,0.786254752,shallow,230,safe,1.185227878,-1.581316975,-0.194503942,2.258824975,-0.716000909,0.163701059,0.07847528,0.13356621,0.174888132,1.402515151,-1.499928428,1.501967173,0.338931446,-0.419144668,-1.5003736,0.520961835
-0.214940935,0.544012125,0.751040393,-0.628692466,shallow,50,safe,1.426284084,0.071582484,0.737326908,-0.42906338,-0.365307503,0.184476242,0.209938376,-1.585793915,0.690969712,-0.886509523,1.354970828,-0.018197759,0.244845552,0.770828906,-0.388786174,1.319858306
0.572482095,0.490132385,1.831216552,-0.502715078,deep,unknown,unknown,-0.258248473,0.4010705,-1.510932949,-1.325528154,-1.167096617,0.266729868,0.074746718,-0.459113691,2.282743524,-0.257911348,-0.323498775,-1.426750492,0.387407812,0.018429562,2.14752424,-0.437127645
0.310026655,-0.569243793,0.135478717,0.702207996,deep,unknown,unsafe,-1.767303383,0.317948037,0.103090342,0.859974277,0.659788205,-0.489716794,1.383893227,-1.410847728,1.516542464,0.411123166,-0.472422956,-1.2135674,0.761600684,-0.671786955,-0.387215723,-0.464565281
-0.559443657,0.362393119,0.258605667,-0.589250474,deep,90,unsafe,0.313780548,1.044841337,-0.145982194,0.988125815,1.930052668,-1.123661047,0.684929956,0.769385369,-0.269187591,0.490812267,0.774512506,0.572355791,-0.309583841,-1.096190946,0.54632121,-0.652800637
-0.828813544,1.169510556,-0.934862083,-0.400542223,shallow,90,safe,-0.305091348,0.035085702,0.632047857,-3.348506327,0.199506861,-1.443641155,-0.220910858,-1.418449223,0.051370644,-0.797301576,-2.510548491,-0.417243676,-1.372047722,-0.487536394,0.283616798,-0.556453233
-0.056086761,1.912632908,-0.990304285,-0.707294368,deep,200,unknown,-0.304960224,-1.679238507,-1.188480699,-0.443662386,0.018135003,0.766477129,-0.459574374,-0.37532748,0.283277022,-0.898982439,-0.409770796,0.753472966,-0.699385562,-1.265913334,0.149259239,-0.699290421
-1.59656284,-1.540638641,1.245120414,-1.14156178,shallow,230,safe,0.679362319,1.185197697,0.141673833,-1.366369191,-0.206961993,1.618868253,-0.619078499,1.538325685,1.420979588,0.272509127,-1.358797138,-0.844540132,-0.74374241,1.190654314,-0.060249805,-0.952637782
-0.969913914,-0.626785044,-0.220520861,1.111548833,deep,650,unknown,0.526691452,-1.231979449,-0.317217137,1.076249039,-0.328162226,-0.510481621,-0.174841831,1.556963057,1.916937118,1.299022578,-0.390948336,1.925288311,0.470948193,-0.474273884,-0.938309784,-2.97424655
0.337611522,0.28300022,-0.603897384,-1.59339131,deep,180,safe,0.788946511,-0.734802124,0.075668763,0.631214845,-0.724670576,-0.685273061,-1.007730011,1.046756167,1.680264605,0.317576612,0.421527903,0.075074871,0.132718014,-0.733981333,0.001451226,-1.244951959
1.034528263,-0.414498183,1.220568443,-0.143368463,deep,160,unsafe,1.152668702,0.403461822,1.22922136,-0.55368859,-2.376208336,0.384675026,0.069227702,-0.951599593,1.702012572,0.05240018,0.189253966,-1.041433582,-0.440147501,0.572013441,0.112205653,0.195035995
0.924730758,-0.204910127,0.523760808,-0.311944653,shallow,50,safe,-2.076788356,0.431349473,1.279942159,-1.473354972,0.09992182,-0.210691051,-1.634662273,-0.452487096,-0.442047513,0.348879704,-0.546680691,1.438604067,-0.226026307,-0.583315611,-0.831848411,-0.190020706
-2.781143954,2.128882559,0.065873791,1.822806818,shallow,180,safe,-0.910376801,1.603468129,0.70186349,0.223525361,0.669196287,-0.010943062,0.544864774,0.405733495,-2.260808335,0.13788049,-0.697463554,0.21856531,0.501164097,-0.001609312,-0.208637231,-0.007003479
0.921001715,0.501017951,-0.582094976,0.871772671,shallow,250,unknown,-1.262660692,0.615688643,-0.018136584,0.610352475,1.097366995,-1.56284953,-0.13712425,-1.21577319,-0.300801748,0.081858507,0.8710015,1.420443294,-0.965237107,-1.832563338,-0.760170586,-0.973184628
-0.602389806,-0.693282262,1.167992733,-1.647986853,deep,669,unknown,0.838485354,0.357224278,1.03070957,2.307094147,-0.385495296,-0.712747615,-1.018315718,-0.42056114,0.117137679,-0.611195254,-1.314857758,-0.494531839,0.888916663,0.321916282,-1.12785734,-0.049918283
-0.174939279,0.266570108,-1.187301242,-1.798371514,shallow,230,safe,0.166724506,1.091426369,-0.068465914,-1.535954764,-0.319388385,-0.773295465,0.429279409,-0.614739433,-0.112695172,-0.519466243,0.204292903,0.83589842,1.03018268,0.361641773,0.462423419,-4.212685027
0.734586912,1.414787955,0.109024847,0.12508023,deep,180,unknown,0.399881401,0.737516212,0.686014256,-0.97600119,0.456502385,1.52073811,2.541381454,1.292613716,0.755058388,1.419349567,-0.329671517,0.96869595,0.433605569,1.62692037,-0.650468504,-1.276099949
-0.630495775,-0.920142617,-1.346836128,0.935135392,deep,650,safe,0.498982989,-0.081831567,-0.739313869,-0.72901727,-0.385507058,2.532378185,1.417248146,0.066663168,-0.266373969,0.464280455,0.26597087,-1.029205874,-1.809849051,0.362112461,-0.113747001,-0.562589277
0.418704228,2.658564603,-0.108016143,0.643082618,shallow,230,safe,1.143662095,-0.557815337,0.568517805,1.178382095,2.858571269,-0.046017398,1.545045021,0.686025145,1.346728959,0.327200261,-1.478221703,0.739137862,-0.611697064,-0.77543746,-0.906756513,1.725728859
-0.491535386,2.681678975,0.134938297,0.14923885,deep,650,unknown,0.256241612,0.034179758,-0.4025671,0.129864578,-0.649186917,-0.639569273,0.52776656,-0.089775773,0.254324204,1.116051179,0.821874225,0.659997257,-1.296912515,-1.779063777,-0.013696269,-0.754197396
0.201757304,0.55663629,0.087813532,1.394315376,deep,60,unknown,0.041819277,0.07605641,-0.363466359,-0.501146877,0.895883718,0.369196879,0.433203296,0.830990353,-0.48954819,0.980444953,0.07982566,1.484777697,2.054475667,1.95697628,1.965840389,0.322754393
-0.271504943,-1.02442899,0.459685833,0.518847393,shallow,160,unsafe,-1.598089312,0.833005803,-0.311257567,0.660760518,0.630935814,1.12587607,-0.386258811,-0.128081244,-1.795333104,0.265903747,0.438136702,0.141573736,1.681907528,-0.025332463,-1.704845638,-1.083811327
0.342242024,-1.638177697,-0.552607657,-1.650189658,shallow,700,safe,0.028842284,0.607283823,0.365230646,1.199669847,0.270157705,1.353751218,0.186923521,0.607576319,-0.044753198,1.121318113,0.156876517,0.380227083,-0.00830317,1.101269605,0.821151544,-0.324799032
2.092156819,1.94084634,-2.748995869,0.784030865,deep,180,unknown,-0.748827413,-0.472067403,-1.430123676,-0.754325589,0.113273759,0.211885665,0.111467385,0.901680921,-2.761392741,-1.169839724,0.343182306,0.437533733,-0.799858077,0.575810335,0.732174029,-1.60265796
-1.808729778,-0.266141462,-0.636176568,-2.268515189,deep,50,unknown,-0.365547761,0.32390038,1.274352842,0.966909369,-0.921531955,0.075761933,0.463788897,-0.243181266,-0.968956014,-0.675070087,-1.485978515,-0.494172253,-1.454562703,0.812841861,0.724927173,0.646453165
1.537442441,0.150389087,-0.174124414,-1.147745656,shallow,160,unknown,-0.147508069,-0.221797612,0.442156143,-2.825366066,2.061790885,1.685691138,-0.936632874,-1.69822938,-0.346209792,-0.463949399,0.141455084,-0.042280222,0.553910215,0.32147263,-0.505781211,1.03629744
-0.003070275,-0.431729864,-1.327825108,1.532215295,shallow,669,unknown,0.226541836,-1.095626863,1.18523153,1.12974783,0.075895352,0.217860594,0.391329943,-1.115410011,1.525581291,0.890760994,-0.171586835,-0.376777439,2.210497514,-0.426601641,-0.063805649,0.079278858
-1.489158727,-0.791947476,0.288553223,-0.567501051,shallow,400,safe,0.213049735,-1.066216436,-1.288913751,0.274187608,-0.799856032,0.998535627,-0.836810953,-0.044055309,-1.713672673,0.527718052,0.665900294,1.441579297,-1.665182645,0.753138565,-0.866060999,1.652247895
